REQUESTS
NUMBER
 150

VEHICLES
NUMBER    CAPACITY
  33         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            23          123          183          170          12
    2            26           45          165          156           4
    3            68           40          157          196           9
    4             1          149          111          189           5
    5            42          144          181          156          12
    6            98           89          125           78          20
    7            23          176          114          112          11
    8            30          183          155          107           5
    9            76          102          107           96           6
   10            85          193          114           72           6
   11            59           24          103           25           7
   12            51          112          137          158          17
   13            74           55          138           69           2
   14            84          180          111           98          20
   15            78          169          155           22          10
   16            13          139          138           31           6
   17            75          134          127          143          18
   18            89          153          175           60           7
   19            36          104          123           59           4
   20            69           64          174          185          11
   21            77          119          114          122           7
   22            25           48          112            6          17
   23            50          135          109           45          10
   24            59          139          122           58          15
   25            63          141          101          127          14
   26            42          174          136           12          14
   27            20          113          198           16          12
   28             9          122          168           58           4
   29            28          160          156           93           1
   30            97          129          118          117          13
   31            10           20          198           97          17
   32            47          118          108          187          15
   33            62           38          152          190          18
   34            62          152          113          105           7
   35            32          190          196          126           8
   36            49           71          159          196          19
   37            66            3          158          132           4
   38            98          193          125          180          13
   39            24          197          159          129          12
   40            88          152          174          194           6
   41            40          115          131          136          20
   42            18           59          172          186           6
   43            75          170          154            7           8
   44            17          166          109          197          11
   45            11          118          119          113          18
   46            41          186          116            4          16
   47            94          119          118           45          19
   48            76           93          137           10          18
   49            85           85          171           36           6
   50            60          184          151          132          11
   51            28          187          142           60          16
   52            31           63          177          134           8
   53            23          168          137           41           1
   54             8           89          116           52           1
   55            97            9          173           42          10
   56            86          110          154           29           3
   57            56          148          125           53           1
   58            40           95          176          132          20
   59            42          148          110          110          13
   60            41           43          149          176           1
   61            81          183          145           71          10
   62            80          167          109           85          13
   63            74           67          106           41          10
   64            53          180          146            3           7
   65            78          136          137           59          18
   66            32          166          168          119          13
   67            26           41          136           90           4
   68            53           79          100           53          10
   69            83          112          101           29          12
   70            78           72          181           70          14
   71            55           51          130           55           2
   72            78          118          125           34           7
   73            65           42          151          180          15
   74            40          130          118          139          19
   75            49           99          176           58           5
   76            46          131          161            3           4
   77            71          145          129          176           9
   78            26          197          179           95          11
   79            63          151          108          148           6
   80            80          190          114          183          11
   81            87           30          127           60           3
   82            60           71          123           90          13
   83            65           77          103           77          15
   84            92          178          147          193          13
   85            42          165          146          166          13
   86            37          146          138           72          16
   87            95           50          152          122           2
   88            63          192          122           38           3
   89            27           97          200          162           9
   90            38          183          109           48          10
   91             6          120          182            9          16
   92            73           81          191          138          18
   93            83          180          159          105          16
   94            88          143          151           66           3
   95            15          197          126          100          16
   96            75          173          152           68           6
   97            19           51          135          110          11
   98            18           35          159          187          20
   99            70          130          104          176          18
  100            35          160          179          151           2
  101            94           31          148          157          19
  102            67          127          154           59           9
  103            89           39          195          132          20
  104            29          121          139           97          19
  105            67          138          122           13          17
  106             6          193          126          199           8
  107            28           77          145           19          10
  108            66           98          135           45           8
  109            63          116          172          179           5
  110            45           55          188          194           9
  111            12           15          124          165          10
  112            98           77          136          111          11
  113            86           69          104            5          13
  114            46           22          135          171           8
  115             5          130          181           39          12
  116            55           87          125           49          20
  117             5          162          172           55          20
  118            57          118          103           97          19
  119            54           37          172           66          12
  120            17           32          104          142           7
  121             7          119          113          158          20
  122            45           95          112          174          10
  123            69          133          161          158          16
  124            20           72          148           38          20
  125            53          175          173          147          20
  126            90            4          186            8           1
  127            62           15          105           26          17
  128            30           67          154          184          12
  129            44           10          193           12           7
  130            45          142          179            5          14
  131            39          151          189           83           6
  132            85          164          111          129          19
  133            46            5          107          133          15
  134            68          156          186          149          13
  135            55          100          155           17           4
  136            89          176          113          100          17
  137             1           54          153           19          14
  138            16          141          182           89           3
  139            82           48          178          127           3
  140            63           44          171           69          13
  141            38          101          158           20          10
  142            25          165          191          124          11
  143            56           90          150           26           2
  144            32           47          197           29           9
  145            19           38          168          146           2
  146            66          196          178           88           4
  147            74          163          158           81           3
  148            24          131          184          140          18
  149            70           37          176          134          10
  150            51          162          149          103           1

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

