REQUESTS
NUMBER
  25

VEHICLES
NUMBER    CAPACITY
   6         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            88          152          174          194          20
    2            48           94          180           66           4
    3            34          145          120           39          18
    4            95           50          152          122           9
    5            75          134          127          143          16
    6            62          138          121           50          11
    7            36          104          123           59          14
    8             3          101          193          127           8
    9            60          184          151          132           5
   10            68          156          186          149           1
   11            10           20          198           97          11
   12            40          115          131          136          10
   13            63          149          197            7           7
   14            62          152          113          105          20
   15            51          112          137          158          18
   16            90            4          186            8          13
   17            67          138          122           13           5
   18             1           54          153           19          19
   19            60          153          121           48           5
   20            98           77          136          111           9
   21            55           87          125           49           7
   22             1          149          111          189          11
   23            11          118          119          113          17
   24            73           81          191          138           4
   25            23          168          137           41           3

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

