REQUESTS
NUMBER
 200

VEHICLES
NUMBER    CAPACITY
  43         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            11          118          119          113          18
    2            46           40          184          101           1
    3            51          162          149          103           1
    4            53          180          146            3           7
    5            75          173          152           68           6
    6            85          193          114           72           6
    7            19           51          135          110          11
    8            45           95          112          174          10
    9            46          131          161            3           4
   10            41           43          149          176           1
   11            97          129          118          117          13
   12            57          118          103           97          19
   13            13          139          138           31           6
   14            98           89          125           78          20
   15             6          120          182            9          16
   16            78           72          181           70          14
   17            67           70          141          146           9
   18            71          145          129          176           9
   19            34          145          120           39           3
   20            26          197          179           95          11
   21            42          165          146          166          13
   22            90          174          115           50           5
   23            84          180          111           98          20
   24            86          110          154           29           3
   25            87           30          127           60           3
   26             1          149          111          189           5
   27            31           79          144           59          20
   28            55          100          155           17           4
   29            60          153          121           48          15
   30            86           69          104            5          13
   31            57          157          144           92          14
   32            15          197          126          100          16
   33            24          131          184          140          18
   34            78          136          137           59          18
   35            63          149          197            7           8
   36            68          115          100          144          16
   37            80          167          109           85          13
   38            53          175          173          147          20
   39            16          141          182           89           3
   40            85           85          171           36           6
   41            35          160          179          151           2
   42            38          183          109           48          10
   43            49           71          159          196          19
   44            85          164          111          129          19
   45            53           79          100           53          10
   46            45          142          179            5          14
   47            30           67          154          184          12
   48            26           41          136           90           4
   49            28           77          145           19          10
   50            20          113          198           16          12
   51            28          160          156           93           1
   52            98           77          136          111          11
   53            69          133          161          158          16
   54            10           60          131           92           5
   55            88          143          151           66           3
   56            73           81          191          138          18
   57            42          148          110          110          13
   58            75          170          154            7           8
   59            50           31          157          142          12
   60            35            9          139          158          10
   61            49           99          176           58           5
   62            46            5          107          133          15
   63            58           19          186           65          15
   64            41           73          184          110           7
   65            83           81          116          118           3
   66            26           45          165          156           4
   67            17          166          109          197          11
   68            88          152          174          194           6
   69            18           35          159          187          20
   70            32           47          197           29           9
   71            27           97          200          162           9
   72             3          101          193          127          16
   73            23           74          148          196           5
   74            90            4          186            8           1
   75            48           94          180           66           3
   76            62          152          113          105           7
   77            44           10          193           12           7
   78            68          156          186          149          13
   79            77          119          114          122           7
   80            17           32          104          142           7
   81            65           42          151          180          15
   82            89          176          113          100          17
   83            99           45          165          181          14
   84            42          174          136           12          14
   85            32          166          168          119          13
   86            74           55          138           69           2
   87            47          118          108          187          15
   88            92          178          147          193          13
   89            55           51          130           55           2
   90            56          148          125           53           1
   91            60           71          123           90          13
   92             7          108          188           70           3
   93            97          192          143          179          16
   94            64          156          151          179           6
   95            12          131          130          149          11
   96            28          187          142           60          16
   97             5          130          181           39          12
   98            24          197          159          129          12
   99            55           87          125           49          20
  100            60          184          151          132          11
  101            37          177          113           14          11
  102            86          150          134          157           7
  103            84           81          121           46           7
  104            63          116          172          179           5
  105            40           95          176          132          20
  106            62           38          152          190          18
  107             5          122          162          162          16
  108            20           72          148           38          20
  109            12          113          113          151           8
  110            68          191          104           88           3
  111            78          169          155           22          10
  112            22           61          108          141           2
  113            25           48          112            6          17
  114            69           64          174          185          11
  115            83          112          101           29          12
  116            82           48          178          127           3
  117            46           22          135          171           8
  118            28          127          199          123          10
  119            31           63          177          134           8
  120            89           39          195          132          20
  121            39          112          149           78          13
  122            63          192          122           38           3
  123            83          180          159          105          16
  124            23          168          137           41           1
  125            56           19          110          184          18
  126            69          150          138           61           2
  127            45           55          188          194           9
  128            23          123          183          170          12
  129             5          162          172           55          20
  130            70           28          114          153          19
  131            74           67          106           41          10
  132            94          119          118           45          19
  133            98          193          125          180          13
  134            64          123          110            8          17
  135            38          101          158           20          10
  136            65           77          103           77          15
  137            41          186          116            4          16
  138            78          118          125           34           7
  139            84          188          124          191          17
  140            29          121          139           97          19
  141             6          193          126          199           8
  142            32          190          196          126           8
  143            59           83          127           39           9
  144            66          196          178           88           4
  145            81          183          145           71          10
  146            51          112          137          158          17
  147            30          183          155          107           5
  148            40          130          118          139          19
  149            80          190          114          183          11
  150            59          139          122           58          15
  151            63           44          171           69          13
  152             8            8          141          132           1
  153            54           37          172           66          12
  154            39          186          182          110          19
  155            88           15          143          116          11
  156            70          130          104          176          18
  157            59           24          103           25           7
  158            36          104          123           59           4
  159            56           90          150           26           2
  160            70           37          176          134          10
  161            67          127          154           59           9
  162            19           38          168          146           2
  163            40          115          131          136          20
  164            28           15          143          103          20
  165            95           50          152          122           2
  166            66           98          135           45           8
  167            75          134          127          143          18
  168            62          138          121           50           4
  169            63          141          101          127          14
  170            66            3          158          132           4
  171            25          165          191          124          11
  172            18           59          172          186           6
  173            48          106          112           42          19
  174            10           20          198           97          17
  175            97            9          173           42          10
  176            62           15          105           26          17
  177            23          176          114          112          11
  178            74          163          158           81           3
  179            50          135          109           45          10
  180            12           15          124          165          10
  181            71          131          172          161           9
  182            37          146          138           72          16
  183            89          153          175           60           7
  184            76           93          137           10          18
  185            76          102          107           96           6
  186            63          151          108          148           6
  187            42           72          112           78           7
  188            94           31          148          157          19
  189            32           23          115           75          15
  190             9          122          168           58           4
  191            68           40          157          196           9
  192            20           59          178           61           7
  193             8           89          116           52           1
  194            42          144          181          156          12
  195            39          151          189           83           6
  196             7          119          113          158          20
  197            71          114          164           37          16
  198            67          138          122           13          17
  199            41           16          142           27          15
  200             1           54          153           19          14

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

