REQUESTS
NUMBER
 200

VEHICLES
NUMBER    CAPACITY
  44         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            41           43          149          176          17
    2            31           79          144           59           8
    3            84           81          121           46           8
    4            17           32          104          142          18
    5            41           73          184          110          14
    6             1           54          153           19          14
    7            75          173          152           68          11
    8            77          119          114          122           3
    9            15          197          126          100          17
   10             5          122          162          162           5
   11            45           95          112          174          15
   12            55          100          155           17           5
   13            44           10          193           12          12
   14            12          113          113          151          16
   15            73           81          191          138          18
   16            71          145          129          176           9
   17            57          157          144           92          14
   18            47          118          108          187           3
   19            24          131          184          140          16
   20            86           69          104            5          17
   21            98          193          125          180           1
   22            28           15          143          103          10
   23            56           90          150           26           1
   24            20           72          148           38          15
   25            32           23          115           75          10
   26            83          112          101           29          16
   27            28          127          199          123          18
   28            41           16          142           27          14
   29            62          152          113          105          14
   30            86          110          154           29           9
   31             7          108          188           70           6
   32            63          116          172          179          17
   33            66           98          135           45           1
   34            68          156          186          149          11
   35            65           42          151          180          12
   36            37          177          113           14           8
   37            64          123          110            8          20
   38            23          176          114          112           1
   39            66          196          178           88           3
   40            98           89          125           78           5
   41            18           35          159          187          20
   42            48          106          112           42           2
   43            53          180          146            3          19
   44            78          136          137           59          13
   45            89           39          195          132          17
   46            67          127          154           59           6
   47            86          150          134          157           8
   48            87           30          127           60          11
   49            32          166          168          119           3
   50            70           28          114          153           7
   51             5          162          172           55          16
   52            80          190          114          183           3
   53             8            8          141          132          19
   54            62          138          121           50           7
   55            51          162          149          103          15
   56            88          152          174          194          15
   57            92          178          147          193          20
   58            78           72          181           70           3
   59            60           71          123           90           2
   60            63           44          171           69          20
   61            50          135          109           45          14
   62            46          131          161            3           1
   63            38          101          158           20           2
   64             7          119          113          158          14
   65            94          119          118           45          13
   66            94           31          148          157          13
   67            84          188          124          191          19
   68             3          101          193          127          11
   69            11          118          119          113          20
   70             1          149          111          189          10
   71            69          133          161          158          15
   72            80          167          109           85          11
   73            56          148          125           53           3
   74            26           41          136           90          16
   75            97          129          118          117           7
   76            62           38          152          190          10
   77            64          156          151          179          10
   78            40          130          118          139          20
   79            39          186          182          110           8
   80            42          174          136           12           9
   81            34          145          120           39          13
   82            69           64          174          185          20
   83            97            9          173           42          20
   84            41          186          116            4          12
   85            85           85          171           36          12
   86            20          113          198           16          18
   87            30           67          154          184           2
   88            89          176          113          100           4
   89            26           45          165          156          20
   90            65           77          103           77           6
   91            62           15          105           26          14
   92            67           70          141          146          14
   93            74          163          158           81          14
   94             6          193          126          199           2
   95            35            9          139          158          10
   96            12           15          124          165          11
   97            53          175          173          147          17
   98            81          183          145           71           2
   99            55           87          125           49          18
  100            56           19          110          184          14
  101            46           22          135          171          16
  102            40          115          131          136           7
  103             6          120          182            9          18
  104            26          197          179           95          11
  105            10           60          131           92          11
  106            32           47          197           29          18
  107            49           99          176           58          14
  108            10           20          198           97          15
  109            60          184          151          132          14
  110            85          193          114           72           4
  111            68           40          157          196          13
  112            50           31          157          142          16
  113            13          139          138           31           9
  114            82           48          178          127          10
  115            58           19          186           65           4
  116            23          123          183          170          11
  117            29          121          139           97          20
  118            19           51          135          110           3
  119            67          138          122           13           7
  120            85          164          111          129          15
  121            23          168          137           41          17
  122            37          146          138           72          10
  123            54           37          172           66           8
  124            95           50          152          122          19
  125            22           61          108          141           4
  126            39          151          189           83          18
  127            28           77          145           19          16
  128            70          130          104          176           8
  129            71          131          172          161          12
  130            78          169          155           22          12
  131            19           38          168          146          17
  132            75          134          127          143           4
  133             5          130          181           39           3
  134            18           59          172          186          19
  135            49           71          159          196          17
  136            59           24          103           25          13
  137            28          160          156           93           8
  138            12          131          130          149           6
  139            63          192          122           38          17
  140            31           63          177          134          13
  141            88           15          143          116          19
  142             8           89          116           52           4
  143            63          149          197            7          11
  144            90            4          186            8           5
  145            25          165          191          124           8
  146            71          114          164           37           9
  147            68          115          100          144           3
  148            83          180          159          105           7
  149            98           77          136          111          15
  150            16          141          182           89          18
  151            57          118          103           97          11
  152            90          174          115           50          14
  153            20           59          178           61           1
  154            17          166          109          197          13
  155            84          180          111           98           4
  156            60          153          121           48           4
  157            55           51          130           55          16
  158            42          148          110          110           7
  159            68          191          104           88           4
  160            27           97          200          162          14
  161            23           74          148          196           7
  162            53           79          100           53          19
  163            42          144          181          156           1
  164            75          170          154            7           8
  165            24          197          159          129           9
  166            30          183          155          107           5
  167            35          160          179          151           1
  168            99           45          165          181          13
  169            76          102          107           96          14
  170            63          151          108          148          15
  171            42          165          146          166          14
  172            25           48          112            6           7
  173            39          112          149           78          20
  174            42           72          112           78          11
  175            45          142          179            5          18
  176            78          118          125           34          14
  177            69          150          138           61           1
  178            28          187          142           60           8
  179            88          143          151           66          12
  180            46            5          107          133           1
  181             9          122          168           58          17
  182            59           83          127           39          11
  183            97          192          143          179           5
  184            51          112          137          158           7
  185            38          183          109           48          20
  186            46           40          184          101          14
  187            45           55          188          194           1
  188            74           55          138           69           3
  189            40           95          176          132           8
  190            36          104          123           59          13
  191            76           93          137           10           4
  192            83           81          116          118          12
  193            70           37          176          134          11
  194            74           67          106           41           5
  195            66            3          158          132           7
  196            89          153          175           60          18
  197            48           94          180           66          18
  198            59          139          122           58          16
  199            32          190          196          126           3
  200            63          141          101          127           5

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

