REQUESTS
NUMBER
 100

VEHICLES
NUMBER    CAPACITY
  24         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            25           48          112            6           9
    2             5          130          181           39           6
    3            28          127          199          123          14
    4            59           83          127           39          19
    5            28          160          156           93          10
    6            86          110          154           29           2
    7            23          168          137           41          17
    8            63           44          171           69          16
    9            69          133          161          158           1
   10             1          149          111          189           8
   11            94          119          118           45          11
   12            20           72          148           38           5
   13            28           77          145           19           3
   14            47          118          108          187           3
   15            76          102          107           96          14
   16            98           89          125           78          19
   17            86           69          104            5          17
   18            80          167          109           85          15
   19            70           37          176          134          18
   20            58           19          186           65           2
   21            68          156          186          149           5
   22            41           16          142           27          18
   23            32           23          115           75           9
   24            65           77          103           77          18
   25            83           81          116          118          17
   26            69           64          174          185           5
   27            50          135          109           45          16
   28            15          197          126          100           4
   29            51          162          149          103          14
   30            26           45          165          156          14
   31            24          197          159          129           3
   32            88          152          174          194          18
   33            87           30          127           60           6
   34            88          143          151           66          18
   35            78          118          125           34           8
   36            45          142          179            5          11
   37            10           60          131           92          15
   38            63          151          108          148          18
   39            46           40          184          101          16
   40            83          112          101           29          20
   41            11          118          119          113          18
   42            89          176          113          100          11
   43            29          121          139           97          17
   44            59           24          103           25           7
   45            76           93          137           10           3
   46            12          131          130          149          11
   47            42          148          110          110          18
   48            48           94          180           66          15
   49            35          160          179          151           7
   50            71          145          129          176           3
   51            67          127          154           59          16
   52            81          183          145           71           2
   53            60          153          121           48          18
   54            24          131          184          140           6
   55            40          130          118          139          10
   56            51          112          137          158          15
   57            41           43          149          176           7
   58            68          191          104           88          20
   59            41          186          116            4           2
   60            82           48          178          127           6
   61            60          184          151          132          19
   62            62          152          113          105          10
   63            19           38          168          146          14
   64            31           79          144           59          15
   65            85          164          111          129          17
   66            57          118          103           97          20
   67            19           51          135          110          13
   68            27           97          200          162          11
   69            89           39          195          132           1
   70            46            5          107          133           3
   71            42           72          112           78           3
   72            86          150          134          157          12
   73            97            9          173           42          10
   74            66          196          178           88          18
   75            62           15          105           26          14
   76            65           42          151          180          17
   77            74           67          106           41          11
   78            39          186          182          110           7
   79            30           67          154          184           8
   80            54           37          172           66          18
   81            69          150          138           61          10
   82            28           15          143          103          13
   83             6          120          182            9          16
   84            35            9          139          158          20
   85             6          193          126          199          19
   86            39          151          189           83          19
   87             7          119          113          158           2
   88            46           22          135          171          19
   89            37          146          138           72          19
   90            84           81          121           46           9
   91            99           45          165          181           6
   92            32          190          196          126           9
   93            84          180          111           98          17
   94            18           59          172          186          13
   95            63          141          101          127          16
   96            78           72          181           70          16
   97            23          176          114          112           8
   98            78          169          155           22          20
   99            74          163          158           81          10
  100            44           10          193           12          13

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

