REQUESTS
NUMBER
  40

VEHICLES
NUMBER    CAPACITY
   9         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            37          177          113           14          11
    2            85           85          171           36           6
    3            40           95          176          132          20
    4            59           24          103           25           7
    5            81          183          145           71          10
    6            78           72          181           70          14
    7            82           48          178          127           3
    8            17          166          109          197          11
    9             7          108          188           70           3
   10            38          183          109           48          10
   11            36          104          123           59           4
   12            68          115          100          144          16
   13            74          163          158           81           3
   14            69           64          174          185          11
   15             5          130          181           39          12
   16            62           38          152          190          18
   17            32           23          115           75          15
   18            63          141          101          127          14
   19            80          190          114          183          11
   20            57          157          144           92          14
   21            70           37          176          134          10
   22            25          165          191          124          11
   23            16          141          182           89           3
   24            20          113          198           16          12
   25            26           45          165          156           4
   26            59          139          122           58          15
   27            99           45          165          181          14
   28            34          145          120           39           3
   29            15          197          126          100          16
   30            53          175          173          147          20
   31            56           90          150           26           2
   32            53           79          100           53          10
   33            84           81          121           46           7
   34            56          148          125           53           1
   35            31           79          144           59          20
   36            42          174          136           12          14
   37            46            5          107          133          15
   38            29          121          139           97          19
   39            20           72          148           38          20
   40            90          174          115           50           5

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

