REQUESTS
NUMBER
 100

VEHICLES
NUMBER    CAPACITY
  23         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            74           67          106           41           5
    2             3          101          193          127          11
    3            90          174          115           50          14
    4            88           15          143          116          19
    5            46          131          161            3           1
    6            98           89          125           78           5
    7            68          191          104           88           4
    8            53          175          173          147          17
    9            41           43          149          176          17
   10            32          166          168          119           3
   11             1           54          153           19          14
   12            78          118          125           34          14
   13            23           74          148          196           7
   14            77          119          114          122           3
   15            63          116          172          179          17
   16            12          131          130          149           6
   17             8            8          141          132          19
   18            75          173          152           68          11
   19            34          145          120           39          13
   20            50           31          157          142          16
   21            99           45          165          181          13
   22            42          148          110          110           7
   23             5          162          172           55          16
   24            37          146          138           72          10
   25            45           95          112          174          15
   26            57          118          103           97          11
   27            88          143          151           66          12
   28            67          138          122           13           7
   29            63          192          122           38          17
   30            10           60          131           92          11
   31            78          169          155           22          12
   32            40          130          118          139          20
   33            50          135          109           45          14
   34            46           40          184          101          14
   35            42          144          181          156           1
   36            83          180          159          105           7
   37             1          149          111          189          10
   38            26           45          165          156          20
   39            37          177          113           14           8
   40            97          129          118          117           7
   41            42           72          112           78          11
   42            15          197          126          100          17
   43            97          192          143          179           5
   44            28          160          156           93           8
   45            65           42          151          180          12
   46            42          165          146          166          14
   47            65           77          103           77           6
   48            28           77          145           19          16
   49            66            3          158          132           7
   50             7          119          113          158          14
   51            18           59          172          186          19
   52            30           67          154          184           2
   53            63          149          197            7          11
   54            64          156          151          179          10
   55            29          121          139           97          20
   56            20          113          198           16          18
   57            83           81          116          118          12
   58            60          153          121           48           4
   59            57          157          144           92          14
   60            47          118          108          187           3
   61            13          139          138           31           9
   62            60          184          151          132          14
   63            41          186          116            4          12
   64            49           99          176           58          14
   65            94           31          148          157          13
   66            28          127          199          123          18
   67            20           72          148           38          15
   68            41           16          142           27          14
   69            89           39          195          132          17
   70            84           81          121           46           8
   71            55           87          125           49          18
   72            83          112          101           29          16
   73            32           47          197           29          18
   74            71          145          129          176           9
   75            48           94          180           66          18
   76            35          160          179          151           1
   77            69          150          138           61           1
   78            68          156          186          149          11
   79            32           23          115           75          10
   80            55           51          130           55          16
   81            67          127          154           59           6
   82             5          122          162          162           5
   83            69          133          161          158          15
   84            63          141          101          127           5
   85            66          196          178           88           3
   86            74          163          158           81          14
   87            24          197          159          129           9
   88            84          188          124          191          19
   89            55          100          155           17           5
   90             9          122          168           58          17
   91            38          101          158           20           2
   92            25           48          112            6           7
   93            39          112          149           78          20
   94            80          190          114          183           3
   95            86          110          154           29           9
   96            30          183          155          107           5
   97            26           41          136           90          16
   98            84          180          111           98           4
   99            76          102          107           96          14
  100            26          197          179           95          11

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

