REQUESTS
NUMBER
  30

VEHICLES
NUMBER    CAPACITY
   8         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            98           77          136          111           4
    2            10           60          131           92          15
    3            63          141          101          127          16
    4            87           30          127           60           6
    5            80          167          109           85          15
    6            68           40          157          196          15
    7            27           97          200          162          11
    8            78          169          155           22          20
    9             5          122          162          162           1
   10            63           44          171           69          16
   11             5          130          181           39           6
   12            70           37          176          134          18
   13            55          100          155           17           3
   14            54           37          172           66          18
   15            40          115          131          136          12
   16            66            3          158          132          14
   17            36          104          123           59           5
   18            65           42          151          180          17
   19            20          113          198           16          13
   20            76          102          107           96          14
   21            26           45          165          156          14
   22            83           81          116          118          17
   23            62          138          121           50          12
   24            20           59          178           61          19
   25            23           74          148          196          20
   26             8           89          116           52          10
   27            41           73          184          110          12
   28            73           81          191          138          13
   29            59           83          127           39          19
   30            64          156          151          179          16

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

