REQUESTS
NUMBER
  30

VEHICLES
NUMBER    CAPACITY
   7         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            78          136          137           59          14
    2            53          180          146            3          20
    3            68           40          157          196           1
    4            62          152          113          105          20
    5            66           98          135           45          18
    6            23          123          183          170          17
    7            28          127          199          123           5
    8            26           45          165          156          16
    9            28          160          156           93           8
   10             1          149          111          189          11
   11            80          167          109           85          13
   12            31           79          144           59          16
   13            37          177          113           14           1
   14            24          131          184          140           4
   15            85           85          171           36           7
   16             7          119          113          158          16
   17            99           45          165          181          11
   18            12          131          130          149          14
   19            20           72          148           38          17
   20            22           61          108          141           1
   21            17           32          104          142           8
   22            41          186          116            4           6
   23            73           81          191          138           4
   24            49           99          176           58          17
   25            41           16          142           27           1
   26            83           81          116          118           3
   27            51          162          149          103          11
   28            19           38          168          146           1
   29            83          112          101           29          17
   30            76          102          107           96           6

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

