REQUESTS
NUMBER
  27

VEHICLES
NUMBER    CAPACITY
   6         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            82           48          178          127          10
    2            88          152          174          194          15
    3            89           39          195          132          17
    4            74           55          138           69           3
    5            50           31          157          142          16
    6            69           64          174          185          20
    7            25          165          191          124           8
    8            78          169          155           22          12
    9            78          136          137           59          13
   10            95           50          152          122          19
   11            28          127          199          123          18
   12            65           77          103           77           6
   13            41           43          149          176          17
   14            76           93          137           10           4
   15            17           32          104          142          18
   16            25           48          112            6           7
   17            40           95          176          132           8
   18            35          160          179          151           1
   19            66          196          178           88           3
   20            56           19          110          184          14
   21            98           89          125           78           5
   22            97          129          118          117           7
   23            77          119          114          122           3
   24            60          153          121           48           4
   25            75          134          127          143           4
   26            42          148          110          110           7
   27            68          191          104           88           4

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

