REQUESTS
NUMBER
  27

VEHICLES
NUMBER    CAPACITY
   7         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            63          192          122           38           3
    2            86           69          104            5          13
    3            62          152          113          105           7
    4            42          174          136           12          14
    5            69           64          174          185          11
    6             5          122          162          162          16
    7            98          193          125          180          13
    8            20           72          148           38          20
    9            30          183          155          107           5
   10            46            5          107          133          15
   11            74           55          138           69           2
   12            71          131          172          161           9
   13            73           81          191          138          18
   14            28           15          143          103          20
   15            80          190          114          183          11
   16            71          114          164           37          16
   17            50           31          157          142          12
   18            57          157          144           92          14
   19            63          116          172          179           5
   20            30           67          154          184          12
   21            17           32          104          142           7
   22            40          115          131          136          20
   23            49           71          159          196          19
   24            19           38          168          146           2
   25            84          188          124          191          17
   26            12          113          113          151           8
   27             8            8          141          132           1

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

