REQUESTS
NUMBER
  27

VEHICLES
NUMBER    CAPACITY
   7         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            76           93          137           10           4
    2            64          123          110            8          20
    3            66            3          158          132           7
    4            17          166          109          197          13
    5            69           64          174          185          20
    6            36          104          123           59          13
    7            45           95          112          174          15
    8            75          173          152           68          11
    9            73           81          191          138          18
   10            24          197          159          129           9
   11            53          175          173          147          17
   12            13          139          138           31           9
   13            49           71          159          196          17
   14            83          112          101           29          16
   15            59           83          127           39          11
   16            42          144          181          156           1
   17            62           38          152          190          10
   18            39          151          189           83          18
   19            12          131          130          149           6
   20            98          193          125          180           1
   21            88           15          143          116          19
   22            95           50          152          122          19
   23            17           32          104          142          18
   24            40          130          118          139          20
   25            46           40          184          101          14
   26            69          133          161          158          15
   27             8           89          116           52           4

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

