REQUESTS
NUMBER
  25

VEHICLES
NUMBER    CAPACITY
   5         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            47          118          108          187          15
    2            68          191          104           88           3
    3            12           15          124          165          10
    4            62          138          121           50           4
    5            42          144          181          156          12
    6            80          190          114          183          11
    7            92          178          147          193          13
    8            85          193          114           72           6
    9            36          104          123           59           4
   10            98           89          125           78          20
   11            86          110          154           29           3
   12            31           79          144           59          20
   13            35            9          139          158          10
   14            64          156          151          179           6
   15            29          121          139           97          19
   16            30           67          154          184          12
   17            63          151          108          148           6
   18            45           95          112          174          10
   19            18           59          172          186           6
   20            53          180          146            3           7
   21            77          119          114          122           7
   22            27           97          200          162           9
   23            83           81          116          118           3
   24            41          186          116            4          16
   25             8            8          141          132           1

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

