REQUESTS
NUMBER
 100

VEHICLES
NUMBER    CAPACITY
  21         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            30           67          154          184           7
    2            63          141          101          127          10
    3             5          130          181           39          20
    4            73           81          191          138           4
    5            39          186          182          110           4
    6            77          119          114          122           5
    7            84          188          124          191          11
    8            32          166          168          119           8
    9            50          135          109           45           4
   10            86           69          104            5           1
   11            87           30          127           60          16
   12            54           37          172           66           1
   13            22           61          108          141           1
   14            41          186          116            4           6
   15            98           89          125           78           2
   16            25           48          112            6          19
   17            42           72          112           78           2
   18            80          167          109           85          13
   19            71          131          172          161           1
   20            55           87          125           49           7
   21            78          136          137           59          14
   22            68          156          186          149           1
   23            65           42          151          180           7
   24            31           79          144           59          16
   25            88          152          174          194          20
   26            90            4          186            8          13
   27            67           70          141          146           7
   28            24          131          184          140           4
   29            74          163          158           81           1
   30             7          108          188           70          20
   31            94           31          148          157          20
   32            60          184          151          132           5
   33            67          138          122           13           5
   34            63           44          171           69          15
   35             1           54          153           19          19
   36            68          115          100          144          18
   37            32           47          197           29           2
   38            17          166          109          197          19
   39            27           97          200          162          15
   40            39          151          189           83          20
   41            71          145          129          176           2
   42            49           99          176           58          17
   43            97          192          143          179           1
   44            56           19          110          184           7
   45            80          190          114          183          12
   46            44           10          193           12           9
   47             8            8          141          132          17
   48            41           73          184          110           1
   49            46          131          161            3          10
   50            12          113          113          151          18
   51            20           72          148           38          17
   52            53          180          146            3          20
   53            31           63          177          134           9
   54            64          123          110            8          12
   55            78          118          125           34           2
   56            78          169          155           22           3
   57            92          178          147          193          16
   58            53           79          100           53          19
   59            12          131          130          149          14
   60            59           24          103           25           8
   61            69          133          161          158          18
   62            97            9          173           42           7
   63            63          151          108          148           2
   64            20          113          198           16           1
   65            35            9          139          158           6
   66            16          141          182           89          17
   67            15          197          126          100           7
   68            28          160          156           93           8
   69            60           71          123           90          18
   70            46           22          135          171          13
   71            18           35          159          187           8
   72            86          110          154           29          18
   73            23          123          183          170          17
   74            63          149          197            7           7
   75            56           90          150           26          20
   76            28          127          199          123           5
   77            85          193          114           72           2
   78            75          170          154            7          11
   79            59          139          122           58          17
   80            28           15          143          103          15
   81            23          176          114          112          12
   82            70           28          114          153          15
   83            28           77          145           19          18
   84            74           55          138           69          13
   85            38          183          109           48           9
   86            38          101          158           20          17
   87            25          165          191          124          19
   88            51          112          137          158          18
   89            75          173          152           68           5
   90            98           77          136          111           9
   91            84           81          121           46           7
   92            45           55          188          194          15
   93            62           15          105           26          20
   94            67          127          154           59           1
   95            66            3          158          132          13
   96            89          176          113          100           4
   97             1          149          111          189          11
   98            46           40          184          101          14
   99            70           37          176          134           2
  100            62          138          121           50          11

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

