REQUESTS
NUMBER
  40

VEHICLES
NUMBER    CAPACITY
   9         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            70          130          104          176           8
    2            94           31          148          157          13
    3            63          192          122           38          17
    4            55          100          155           17           5
    5            39          186          182          110           8
    6            60          184          151          132          14
    7            34          145          120           39          13
    8            39          151          189           83          18
    9            74          163          158           81          14
   10            64          156          151          179          10
   11            59          139          122           58          16
   12            20           59          178           61           1
   13             1          149          111          189          10
   14            56          148          125           53           3
   15            15          197          126          100          17
   16            92          178          147          193          20
   17            18           35          159          187          20
   18            23           74          148          196           7
   19            47          118          108          187           3
   20            68          115          100          144           3
   21            62           38          152          190          10
   22            53          180          146            3          19
   23            35          160          179          151           1
   24            32          166          168          119           3
   25            75          170          154            7           8
   26             5          162          172           55          16
   27            84          180          111           98           4
   28            40          130          118          139          20
   29            23          176          114          112           1
   30            36          104          123           59          13
   31             3          101          193          127          11
   32            45           55          188          194           1
   33            28           15          143          103          10
   34            27           97          200          162          14
   35            80          167          109           85          11
   36            88          152          174          194          15
   37            66          196          178           88           3
   38            42          148          110          110           7
   39            97            9          173           42          20
   40            31           79          144           59           8

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

