REQUESTS
NUMBER
 200

VEHICLES
NUMBER    CAPACITY
  44         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            85           85          171           36          12
    2            40           95          176          132           8
    3            18           59          172          186          19
    4            87           30          127           60          11
    5            12           15          124          165          11
    6             5          162          172           55          16
    7            51          112          137          158           7
    8            97          192          143          179           5
    9             5          130          181           39           3
   10            38          101          158           20           2
   11            47          118          108          187           3
   12            83           81          116          118          12
   13            56          148          125           53           3
   14            58           19          186           65           4
   15            45           55          188          194           1
   16            50           31          157          142          16
   17            31           63          177          134          13
   18            55           51          130           55          16
   19            75          173          152           68          11
   20            67          127          154           59           6
   21            90            4          186            8           5
   22            71          131          172          161          12
   23            35          160          179          151           1
   24            20           72          148           38          15
   25             1           54          153           19          14
   26            42           72          112           78          11
   27             7          108          188           70           6
   28            88          143          151           66          12
   29            46          131          161            3           1
   30            62          152          113          105          14
   31            28          160          156           93           8
   32            84          188          124          191          19
   33            69          150          138           61           1
   34            97            9          173           42          20
   35            25           48          112            6           7
   36            89          176          113          100           4
   37            19           38          168          146          17
   38            75          170          154            7           8
   39            92          178          147          193          20
   40            20          113          198           16          18
   41            57          118          103           97          11
   42            46           22          135          171          16
   43            12          113          113          151          16
   44            98           89          125           78           5
   45            28          187          142           60           8
   46            42          165          146          166          14
   47            74           55          138           69           3
   48            57          157          144           92          14
   49            63          192          122           38          17
   50            62           15          105           26          14
   51            84          180          111           98           4
   52            56           90          150           26           1
   53            66          196          178           88           3
   54            80          167          109           85          11
   55            70          130          104          176           8
   56            53          180          146            3          19
   57            66            3          158          132           7
   58            19           51          135          110           3
   59            59          139          122           58          16
   60            83          112          101           29          16
   61            42          148          110          110           7
   62            23          123          183          170          11
   63             5          122          162          162           5
   64            45           95          112          174          15
   65            53           79          100           53          19
   66            69          133          161          158          15
   67            37          146          138           72          10
   68             8           89          116           52           4
   69            85          164          111          129          15
   70            36          104          123           59          13
   71            41           43          149          176          17
   72            50          135          109           45          14
   73            70           28          114          153           7
   74            27           97          200          162          14
   75            23          168          137           41          17
   76            18           35          159          187          20
   77            94          119          118           45          13
   78            23           74          148          196           7
   79            41          186          116            4          12
   80            90          174          115           50          14
   81             1          149          111          189          10
   82            98          193          125          180           1
   83            38          183          109           48          20
   84            89           39          195          132          17
   85            78          118          125           34          14
   86            37          177          113           14           8
   87            22           61          108          141           4
   88            86          150          134          157           8
   89            59           83          127           39          11
   90            46           40          184          101          14
   91            30           67          154          184           2
   92            65           42          151          180          12
   93            68           40          157          196          13
   94            42          144          181          156           1
   95            25          165          191          124           8
   96            48          106          112           42           2
   97            77          119          114          122           3
   98             6          120          182            9          18
   99            69           64          174          185          20
  100            51          162          149          103          15
  101            88          152          174          194          15
  102            66           98          135           45           1
  103             9          122          168           58          17
  104            63          116          172          179          17
  105            42          174          136           12           9
  106            78          136          137           59          13
  107            86           69          104            5          17
  108            26           45          165          156          20
  109            67           70          141          146          14
  110            41           73          184          110          14
  111             7          119          113          158          14
  112            20           59          178           61           1
  113            30          183          155          107           5
  114            94           31          148          157          13
  115            98           77          136          111          15
  116            23          176          114          112           1
  117             3          101          193          127          11
  118            75          134          127          143           4
  119            97          129          118          117           7
  120            53          175          173          147          17
  121            62           38          152          190          10
  122            95           50          152          122          19
  123            67          138          122           13           7
  124            74          163          158           81          14
  125            78           72          181           70           3
  126            83          180          159          105           7
  127            55           87          125           49          18
  128            49           99          176           58          14
  129            60          153          121           48           4
  130            39          186          182          110           8
  131            74           67          106           41           5
  132            63           44          171           69          20
  133            32           47          197           29          18
  134            76           93          137           10           4
  135            54           37          172           66           8
  136            35            9          139          158          10
  137            89          153          175           60          18
  138            46            5          107          133           1
  139            24          197          159          129           9
  140            99           45          165          181          13
  141            73           81          191          138          18
  142            31           79          144           59           8
  143            49           71          159          196          17
  144            68          191          104           88           4
  145            32           23          115           75          10
  146            84           81          121           46           8
  147            80          190          114          183           3
  148            64          156          151          179          10
  149            16          141          182           89          18
  150            10           60          131           92          11
  151            13          139          138           31           9
  152            10           20          198           97          15
  153            59           24          103           25          13
  154            63          141          101          127           5
  155            12          131          130          149           6
  156            17           32          104          142          18
  157            40          115          131          136           7
  158            32          166          168          119           3
  159            15          197          126          100          17
  160            11          118          119          113          20
  161            63          151          108          148          15
  162            86          110          154           29           9
  163            68          156          186          149          11
  164            85          193          114           72           4
  165            26           41          136           90          16
  166            55          100          155           17           5
  167            34          145          120           39          13
  168             6          193          126          199           2
  169            28          127          199          123          18
  170            63          149          197            7          11
  171            68          115          100          144           3
  172            60           71          123           90           2
  173             8            8          141          132          19
  174            26          197          179           95          11
  175            24          131          184          140          16
  176            48           94          180           66          18
  177            81          183          145           71           2
  178            71          114          164           37           9
  179            29          121          139           97          20
  180            40          130          118          139          20
  181            44           10          193           12          12
  182            56           19          110          184          14
  183            45          142          179            5          18
  184            88           15          143          116          19
  185            71          145          129          176           9
  186            62          138          121           50           7
  187            60          184          151          132          14
  188            28           15          143          103          10
  189            64          123          110            8          20
  190            32          190          196          126           3
  191            65           77          103           77           6
  192            78          169          155           22          12
  193            41           16          142           27          14
  194            39          151          189           83          18
  195            28           77          145           19          16
  196            76          102          107           96          14
  197            70           37          176          134          11
  198            17          166          109          197          13
  199            39          112          149           78          20
  200            82           48          178          127          10

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

