REQUESTS
NUMBER
  30

VEHICLES
NUMBER    CAPACITY
   6         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1             1           54          153           19          14
    2            86          150          134          157           7
    3            32           23          115           75          15
    4            85           85          171           36           6
    5            88           15          143          116          11
    6            55           51          130           55           2
    7            53           79          100           53          10
    8            98           89          125           78          20
    9            77          119          114          122           7
   10            51          162          149          103           1
   11            69          133          161          158          16
   12            26           45          165          156           4
   13            85          193          114           72           6
   14            84           81          121           46           7
   15            99           45          165          181          14
   16            16          141          182           89           3
   17            57          157          144           92          14
   18            63          116          172          179           5
   19            42          165          146          166          13
   20            10           60          131           92           5
   21            38          183          109           48          10
   22            67          127          154           59           9
   23            74          163          158           81           3
   24            40           95          176          132          20
   25            28           77          145           19          10
   26            55          100          155           17           4
   27            32          190          196          126           8
   28            75          170          154            7           8
   29            46           22          135          171           8
   30            69          150          138           61           2

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

