REQUESTS
NUMBER
 100

VEHICLES
NUMBER    CAPACITY
  22         50

REQUEST     SUPPLIER                  CUSTOMER
   ID       coord_X      coord_Y      coord_X      coord_Y      demand
    0           100          100            -            -          CD
    1            70           28          114          153           7
    2            37          177          113           14           8
    3            64          156          151          179          10
    4            98           89          125           78           5
    5            55           87          125           49          18
    6            28          127          199          123          18
    7            20          113          198           16          18
    8            12          131          130          149           6
    9            41           43          149          176          17
   10            37          146          138           72          10
   11            90            4          186            8           5
   12            71          131          172          161          12
   13            86           69          104            5          17
   14            56           19          110          184          14
   15            63          141          101          127           5
   16            20           59          178           61           1
   17            82           48          178          127          10
   18            26           45          165          156          20
   19            60          184          151          132          14
   20            88          152          174          194          15
   21            60           71          123           90           2
   22            94           31          148          157          13
   23            90          174          115           50          14
   24            38          183          109           48          20
   25            29          121          139           97          20
   26            56          148          125           53           3
   27            12          113          113          151          16
   28            97            9          173           42          20
   29            53          180          146            3          19
   30            97          192          143          179           5
   31            11          118          119          113          20
   32            80          167          109           85          11
   33            25           48          112            6           7
   34             5          162          172           55          16
   35            66           98          135           45           1
   36            62           38          152          190          10
   37            41           73          184          110          14
   38            19           51          135          110           3
   39            38          101          158           20           2
   40             6          193          126          199           2
   41            60          153          121           48           4
   42            74           67          106           41           5
   43            40          130          118          139          20
   44            46            5          107          133           1
   45             5          130          181           39           3
   46            49           99          176           58          14
   47             1           54          153           19          14
   48            15          197          126          100          17
   49            78          169          155           22          12
   50            58           19          186           65           4
   51            48          106          112           42           2
   52            63          116          172          179          17
   53            69           64          174          185          20
   54            26           41          136           90          16
   55            76          102          107           96          14
   56             9          122          168           58          17
   57            17           32          104          142          18
   58            30           67          154          184           2
   59            51          162          149          103          15
   60            42          174          136           12           9
   61             1          149          111          189          10
   62            46           22          135          171          16
   63             8            8          141          132          19
   64            53           79          100           53          19
   65            70          130          104          176           8
   66             8           89          116           52           4
   67            55           51          130           55          16
   68            18           59          172          186          19
   69            55          100          155           17           5
   70            35          160          179          151           1
   71            59          139          122           58          16
   72            24          131          184          140          16
   73            44           10          193           12          12
   74            69          150          138           61           1
   75            69          133          161          158          15
   76            83          180          159          105           7
   77             6          120          182            9          18
   78            84          180          111           98           4
   79            53          175          173          147          17
   80            42           72          112           78          11
   81            68          156          186          149          11
   82            42          148          110          110           7
   83            64          123          110            8          20
   84            32          166          168          119           3
   85            71          145          129          176           9
   86            34          145          120           39          13
   87            67          138          122           13           7
   88            32           23          115           75          10
   89            18           35          159          187          20
   90            84           81          121           46           8
   91            56           90          150           26           1
   92            81          183          145           71           2
   93            85          164          111          129          15
   94            63          192          122           38          17
   95            63          149          197            7          11
   96            46          131          161            3           1
   97            45           55          188          194           1
   98            42          165          146          166          14
   99            50          135          109           45          14
  100            74           55          138           69           3

LOAD-UNLOAD
PREPARATION_TIME     TIME_PER_PALLET     BETWEEN_CONSECUTIVE_DOCKS_TIME
       5                    1                         1

